Record ID,Sample ID,Age reported (Ma),Granite type,Geological Group ID,Geological Group Name,Reference ID,Citation key,Geological group,Geological Group Name_S2,Province / Region,Parent Geological Unit or Included Subunit(s),Group Type,Grouping Rationale,Confidence Level,Number of Samples,Reference ID(s),Reference-connected block,Reference ID normalized
R0080,06DZS-10B,210.6 ± 1.6 Ma,S,GG0021,Miao'ershan,REF0008,REF0008,GG0021,Miao'ershan,Hunan; Guangxi,,Composite or parent geological unit,Related subunits are consolidated under the named Miao'ershan parent unit so genetically and spatially related samples remain in one validation group.,Medium,140,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209,RCB0010,REF0003; REF0004; REF0008; REF0036; REF0042; REF0043; REF0057; REF0058; REF0059; REF0206; REF0208; REF0209
R0081,Y09,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0082,Y11,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0083,Y12,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0084,ZK47-1/6,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0085,ZK47-1/22,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0086,ZK47-1/25,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0087,ZK15-1/1,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0088,ZKJO-3/2,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0089,G13,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0090,14CS-5,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0091,14CS-6,148.2 ± 1.9 Ma,S,GG0045,Chashan granite,REF0009,REF0009,GG0045,Chashan granite,Guangdong,,Granite body,The linked study explicitly identifies the Chashan granite; records are grouped at that named geological-unit level.,High,11,REF0009,RCB0034,REF0009
R0092,8074,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0093,8077,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0094,M15103,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0095,M15104,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0096,M15122,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0097,M15123,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0098,8072,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0099,8080,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0100,8081,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0101,8083,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0102,6225,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0103,6220,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0104,8073,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0105,M5102,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0106,8086,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0107,8087,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0108,8088,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0109,8089,157.2 ± 1.7 Ma; 161.6 ± 2.1 Ma,S,GG0003,Changjiang,REF0010,REF0010,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0110,CJ-15-48,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0111,CJ-15-93,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0112,CJ-15-104,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0113,CJ-15-105,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0114,CJ-15-107,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0115,CJ-15-24,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0116,CJ-15-144,123.9 ± 1.3 Ma,S,GG0003,Changjiang,REF0011,REF0011,GG0003,Changjiang,Guangdong,,Named pluton or intrusive unit,The linked references explicitly identify the Changjiang; all associated records are assigned to that named geological unit.,High,25,REF0010; REF0011,RCB0003,REF0010; REF0011
R0117,Y02,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0118,Y03,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0119,Y04,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0120,Y07,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0121,Y13,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0122,zkx10-1,204 ± 2.1 Ma,S,GG0038,Zhuguangshan,REF0012,REF0012,GG0038,Zhuguangshan,Guangdong,,Composite or parent geological unit,Related subunits are consolidated under the named Zhuguangshan parent unit so genetically and spatially related samples remain in one validation group.,Medium,222,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052,RCB0030,REF0012; REF0016; REF0019; REF0020; REF0029; REF0034; REF0039; REF0041; REF0046; REF0049; REF0052
R0123,12D57,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0124,12D58,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0125,17D35,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0126,12D56-2,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0127,12D70,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0128,17D11,156.40 ± 0.66 Ma; 159.00 ± 0.45 Ma; 146.00 ± 0.86 Ma; 153.0 ± 2.2 Ma,A,GG0017,Jinjiling,REF0013,REF0013,GG0017,Jinjiling,Hunan,,Composite or parent geological unit,Related subunits are consolidated under the named Jinjiling parent unit so genetically and spatially related samples remain in one validation group.,Medium,27,REF0013; REF0200,RCB0007,REF0013; REF0200
R0129,DY02,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0130,DY05,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0131,DY06,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0132,DY07,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0133,DY07-3,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0134,DY08,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0135,MK94,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0136,JZ1,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0137,JZ2,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
R0138,JZ3,1301 Ma,I,GG0007,Dayang-Juzhou,REF0013,REF0013,GG0007,Dayang-Juzhou,Fujian,,Named pluton or intrusive unit,The linked references explicitly identify the Dayang-Juzhou; all associated records are assigned to that named geological unit.,High,11,REF0013,RCB0007,REF0013
